Age,Attrition,DistanceFromHome,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,WorkLifeBalance,NumCompaniesWorked,OverTime
30,Yes,22,5,1,3,Married,2132,3,4,Yes
50,No,24,12,4,3,Married,13973,3,3,Yes
38,No,10,2,3,3,Married,2684,2,0,No
46,No,7,8,4,3,Divorced,10845,3,6,No
24,No,17,4,4,3,Divorced,4377,3,1,No
35,Yes,14,4,3,2,Divorced,3743,1,1,Yes
31,No,1,4,3,1,Married,4148,3,1,No
18,No,5,0,2,4,Single,1051,3,1,No
54,No,17,10,3,3,Married,10739,3,8,No
35,No,25,16,3,3,Divorced,10388,2,1,Yes
30,No,8,8,2,1,Married,11416,2,0,Yes
20,Yes,11,1,4,1,Single,2600,3,1,Yes
30,Yes,5,3,2,2,Single,2422,3,0,No
26,No,2,8,4,4,Married,5472,3,1,No
22,No,8,4,2,1,Married,2451,2,1,No
48,No,6,2,1,3,Single,4240,3,2,No
48,No,4,15,3,3,Single,10999,3,7,No
41,No,7,2,4,3,Single,5003,3,6,No
39,No,1,21,4,4,Married,12742,3,1,No
27,No,2,3,1,4,Married,4227,3,0,No
35,No,10,3,2,4,Divorced,3917,2,1,No
42,No,5,1,4,3,Married,18303,4,6,No
50,No,9,1,1,4,Married,2380,3,4,No
59,No,2,5,3,4,Single,13726,3,3,Yes
37,Yes,11,1,1,2,Married,4777,1,5,No
55,No,18,8,3,2,Married,6385,3,3,Yes
41,No,7,21,2,3,Divorced,19973,3,1,No
38,No,3,1,2,4,Single,6861,3,8,Yes
26,Yes,29,2,2,1,Single,4969,3,8,No
52,Yes,2,32,1,4,Married,19845,3,1,No
44,No,28,12,4,4,Married,13320,3,3,Yes
50,No,1,18,4,3,Married,6347,3,0,No
36,Yes,16,17,3,1,Single,2743,3,1,No
39,No,22,21,4,1,Single,10880,3,1,Yes
33,No,8,2,2,4,Single,2342,2,0,No
45,No,11,9,4,4,Married,17650,4,3,No
32,No,29,8,4,3,Single,4025,3,9,No
34,No,1,15,2,4,Divorced,9725,2,0,No
59,No,1,6,2,4,Married,11904,1,3,Yes
45,No,24,6,2,2,Single,2177,3,1,No
53,No,2,15,3,2,Married,7525,3,2,No
36,Yes,15,1,1,3,Divorced,4834,2,7,No
26,Yes,2,3,1,1,Married,2042,3,6,Yes
34,No,10,1,3,3,Married,2220,3,1,Yes
28,No,10,1,4,2,Married,1052,3,1,No
38,No,3,2,3,3,Married,2821,3,3,No
50,No,2,8,2,3,Married,19237,2,2,Yes
37,No,3,4,4,2,Single,4107,2,3,No
40,No,26,7,3,1,Married,8396,2,1,No
26,No,1,5,1,3,Divorced,2007,3,1,No
46,No,1,2,4,4,Divorced,19627,3,9,No
54,No,2,9,3,3,Married,10686,3,6,No
56,No,9,5,1,3,Married,2942,3,2,No
36,No,12,14,4,4,Single,8858,2,0,No
55,No,2,9,3,1,Single,16756,4,7,No
43,No,25,1,3,4,Divorced,10798,3,5,No
20,Yes,9,2,4,4,Single,2323,3,1,Yes
21,Yes,10,1,3,1,Single,1416,2,1,No
46,No,8,16,4,1,Divorced,4615,3,8,Yes
51,Yes,4,10,1,3,Married,2461,4,9,Yes
28,Yes,24,10,2,1,Single,8722,2,1,No
26,No,1,5,1,1,Married,3955,3,1,No
30,No,20,6,3,1,Married,9957,2,0,No
41,No,7,10,2,3,Married,3376,3,1,No
38,No,17,19,3,3,Married,8823,2,0,No
40,No,20,11,1,4,Married,10322,3,4,No
27,No,8,3,1,3,Married,4621,3,1,No
55,No,2,3,4,2,Married,10976,3,3,No
28,No,10,8,3,3,Single,3660,4,3,No
44,Yes,1,20,2,1,Married,10482,3,9,No
33,No,5,3,4,4,Divorced,7119,3,4,No
35,Yes,4,8,4,1,Single,9582,3,0,Yes
33,Yes,29,13,1,3,Single,4508,3,1,No
28,No,15,4,1,3,Divorced,2207,2,1,No
34,No,3,6,1,4,Single,7756,2,0,No
37,No,10,1,4,4,Divorced,6694,3,2,Yes
25,Yes,4,7,4,4,Married,3691,4,1,Yes
26,Yes,21,1,1,3,Divorced,2377,2,1,No
33,Yes,25,2,1,2,Single,2313,3,4,Yes
42,No,2,22,4,1,Married,17665,3,0,No
28,Yes,1,1,1,2,Divorced,2596,3,1,No
50,Yes,1,0,4,3,Single,4728,3,3,Yes
33,No,7,3,4,2,Married,4302,3,0,No
34,No,3,0,3,4,Married,2979,3,3,No
48,No,1,5,1,4,Single,16885,2,2,No
45,No,9,15,2,3,Married,5593,3,1,No
52,No,7,8,2,2,Single,10445,3,7,No
38,No,10,8,3,3,Divorced,8740,3,0,Yes
29,No,28,7,3,4,Divorced,2514,3,4,No
28,No,3,9,4,2,Divorced,7655,2,0,No
46,No,3,12,1,3,Married,17465,3,3,No
38,No,2,1,4,2,Single,7351,3,7,No
43,No,27,8,3,1,Married,10820,3,8,No
39,Yes,2,18,1,4,Divorced,12169,3,7,No
40,No,14,20,3,3,Single,19626,4,1,No
21,No,1,2,4,2,Single,2070,4,1,Yes
39,No,9,5,3,2,Single,6782,2,9,No
36,No,18,11,1,4,Single,7779,3,2,No
31,No,20,2,3,4,Married,2791,3,0,No
28,No,2,5,1,2,Married,3201,1,0,No
35,No,11,5,4,4,Divorced,4968,3,1,No
49,No,8,9,4,2,Married,13120,3,6,No
34,No,2,3,4,3,Single,4033,2,2,No
29,No,10,7,4,2,Divorced,3291,2,0,No
42,No,29,1,2,4,Single,4272,3,4,No
29,No,8,10,2,4,Married,5056,2,1,Yes
38,No,1,7,3,3,Married,2844,4,1,No
28,No,6,3,3,3,Divorced,2703,3,1,Yes
18,Yes,8,0,3,3,Single,1904,3,1,No
33,Yes,9,5,1,1,Single,8224,3,0,Yes
41,No,12,1,2,4,Married,4766,3,3,Yes
31,Yes,15,2,3,3,Married,2610,2,1,No
37,No,25,6,3,4,Divorced,5731,3,7,No
27,No,6,4,4,3,Married,2539,3,1,No
34,No,9,6,2,3,Married,5714,2,1,No
35,No,8,5,3,3,Single,4323,1,1,No
29,Yes,23,11,4,1,Married,7336,1,1,No
40,No,9,18,2,3,Single,13499,2,9,No
42,Yes,12,21,3,1,Single,13758,2,0,Yes
42,No,4,6,2,1,Single,5155,4,7,No
35,No,1,8,4,3,Married,2258,3,6,No
24,No,24,4,4,2,Single,3597,3,8,No
28,Yes,12,1,3,4,Married,2515,2,1,Yes
26,No,3,8,1,4,Married,4420,3,1,No
30,No,10,10,3,3,Married,6578,3,1,No
40,No,26,1,3,4,Married,4422,1,3,Yes
35,No,2,7,3,2,Divorced,10274,4,2,No
34,No,1,13,4,1,Single,5343,3,0,No
35,No,4,2,4,4,Married,2376,4,1,No
43,Yes,9,4,1,3,Single,5346,2,8,No
32,No,2,1,3,1,Divorced,2827,3,1,No
56,No,4,5,4,1,Divorced,19943,3,4,No
29,No,6,10,2,4,Married,3131,3,1,No
19,No,9,1,3,1,Single,2552,3,1,No
45,No,7,3,1,3,Married,4477,2,4,Yes
37,No,1,14,4,4,Married,6474,2,1,No
20,No,3,2,1,3,Single,3033,2,1,No
44,Yes,10,6,3,3,Single,2936,3,1,Yes
53,No,7,7,4,3,Divorced,18606,3,3,No
29,No,15,5,2,4,Married,2168,2,0,Yes
22,Yes,3,0,3,4,Married,2853,3,0,Yes
46,No,2,26,3,1,Married,17048,3,8,No
44,No,17,0,4,3,Single,2290,3,2,No
33,No,2,5,2,3,Married,3600,3,1,No
41,Yes,5,1,1,1,Divorced,2107,1,6,No
30,No,29,4,3,1,Divorced,4115,3,8,No
40,No,2,0,2,2,Married,4327,3,5,No
50,No,2,2,4,1,Married,17856,3,2,No
28,No,19,6,4,1,Married,3196,3,1,No
46,No,15,4,4,2,Married,19081,3,5,No
35,No,17,7,3,1,Married,8966,3,3,Yes
24,Yes,17,1,4,2,Married,2210,1,1,No
33,No,25,10,2,3,Married,4539,2,1,No
36,No,6,7,3,3,Divorced,2741,3,1,No
30,No,7,10,3,3,Divorced,3491,2,1,No
44,No,29,20,4,4,Single,4541,3,1,No
20,No,21,2,3,4,Single,2678,3,1,No
46,No,2,6,4,4,Divorced,7379,2,2,No
42,No,2,4,4,1,Married,6272,4,7,No
60,No,7,11,2,4,Divorced,5220,3,0,Yes
32,No,13,2,3,2,Married,2743,3,1,No
32,No,2,8,4,3,Single,4998,3,4,Yes
36,No,1,7,3,1,Divorced,10252,3,2,Yes
33,No,9,14,1,4,Married,2781,3,0,No
40,No,10,5,2,2,Divorced,6852,4,7,No
25,No,10,4,3,4,Single,4950,3,0,No
30,No,1,11,4,2,Married,3579,3,0,Yes
42,No,26,1,1,1,Married,13191,3,3,Yes
35,No,8,13,3,4,Married,10377,2,4,Yes
27,No,14,9,1,1,Married,2235,2,1,Yes
54,No,1,5,4,3,Divorced,10502,1,7,No
44,No,2,10,1,4,Married,2011,3,1,No
19,Yes,10,1,1,2,Single,1859,4,1,Yes
29,No,1,3,1,4,Divorced,3760,3,1,No
54,No,3,10,4,4,Married,17779,3,3,No
31,No,11,6,3,1,Married,6833,2,1,Yes
31,No,24,10,3,1,Single,6812,3,1,No
59,No,3,6,3,4,Single,5171,3,5,No
43,No,3,8,3,4,Married,19740,3,3,No
49,No,4,1,1,3,Married,18711,4,2,No
36,No,3,11,3,2,Married,3692,2,1,No
48,No,2,1,4,2,Single,2559,2,5,No
27,No,4,5,1,3,Divorced,2517,3,1,No
29,No,7,6,3,4,Divorced,6623,3,1,Yes
48,No,1,1,4,4,Single,18265,4,6,No
29,No,1,7,4,4,Divorced,16124,2,3,No
34,No,20,1,3,3,Married,2585,2,0,No
44,No,5,22,2,2,Married,18213,3,7,No
33,No,10,9,4,3,Divorced,8380,3,0,Yes
19,No,25,1,2,4,Single,2994,3,1,Yes
23,No,1,1,4,3,Married,1223,3,1,No
25,Yes,24,1,3,4,Single,1118,3,1,Yes
26,No,4,8,3,4,Single,2875,2,1,Yes
45,Yes,2,24,1,2,Single,18824,3,2,Yes
55,No,8,33,4,2,Divorced,13577,3,1,Yes
21,Yes,10,2,1,3,Single,2625,1,1,No
46,No,4,11,4,2,Married,18789,3,2,No
34,No,2,3,3,1,Single,4538,3,0,Yes
51,No,9,29,4,2,Divorced,19847,2,4,Yes
59,No,18,9,4,4,Single,10512,2,6,No
34,No,19,11,3,2,Divorced,4444,4,4,No
28,No,1,4,4,3,Single,2154,2,0,Yes
44,No,4,25,3,1,Divorced,19190,2,1,No
34,No,11,10,3,2,Married,4490,4,4,No
35,No,6,3,3,3,Married,3506,3,0,Yes
42,No,7,1,2,2,Married,2372,3,6,Yes
43,No,4,21,4,4,Single,10231,4,3,No
36,No,2,16,3,2,Single,5410,3,9,Yes
44,Yes,15,10,1,4,Married,7978,3,1,No
28,No,2,2,4,4,Married,3867,3,1,Yes
51,No,6,7,2,3,Single,2838,2,0,No
30,No,9,8,3,3,Single,4695,3,7,Yes
29,Yes,7,7,2,3,Divorced,3339,3,3,Yes
28,No,1,3,4,1,Single,2080,2,2,No
25,No,1,2,4,2,Single,2096,2,1,No
32,No,8,10,3,4,Married,6209,4,1,No
45,No,25,0,2,2,Single,18061,3,3,No
39,No,13,19,3,2,Divorced,17123,3,6,Yes
58,No,23,2,1,3,Divorced,2372,3,1,No
32,Yes,7,10,4,3,Married,4883,3,1,No
39,Yes,23,5,3,1,Single,3904,3,0,No
30,No,6,9,1,4,Married,4627,3,0,No
36,No,10,7,4,3,Married,7094,3,3,No
46,No,1,7,4,1,Single,3423,4,6,No
28,No,1,9,3,4,Married,6674,3,0,No
50,No,28,3,4,1,Married,16880,3,4,Yes
40,Yes,25,5,4,2,Single,9094,3,2,Yes
52,Yes,5,8,2,2,Single,8446,2,9,Yes
30,No,17,9,2,1,Married,11916,3,1,Yes
39,No,18,8,1,3,Single,4534,3,0,No
31,No,2,10,4,3,Divorced,9852,2,1,Yes
41,No,10,19,3,2,Single,6151,3,1,No
31,Yes,1,3,4,2,Single,2302,4,1,Yes
44,Yes,3,3,1,1,Married,2362,4,4,No
42,No,2,20,3,3,Married,17861,2,0,Yes
55,No,2,19,4,3,Married,19187,3,4,No
56,No,8,7,4,2,Single,19717,3,6,No
40,No,16,4,3,3,Divorced,3544,3,9,No
34,No,9,9,4,4,Divorced,8500,2,0,No
40,No,2,9,3,4,Single,4661,3,1,No
41,No,1,9,3,1,Divorced,4103,3,0,No
35,No,4,9,3,3,Single,4249,3,1,Yes
51,No,5,33,3,2,Divorced,14026,3,1,Yes
38,No,2,7,2,1,Divorced,6893,3,3,No
34,No,15,10,3,1,Single,6125,4,1,No
25,No,19,3,4,4,Married,3669,2,3,No
58,Yes,7,10,3,1,Married,10008,2,7,Yes
40,No,1,4,2,2,Married,2387,3,3,No
36,No,7,15,1,1,Married,4639,2,2,No
48,No,4,10,4,4,Single,7898,3,1,No
27,No,11,1,3,4,Married,2534,3,8,No
51,No,11,5,4,2,Single,13142,2,3,No
18,No,1,0,4,4,Single,1611,4,1,No
35,No,1,9,4,4,Married,5363,3,0,No
27,No,2,6,4,4,Single,5071,3,3,No
55,Yes,13,19,1,3,Single,13695,2,6,Yes
56,No,23,19,4,2,Married,13402,3,4,Yes
34,No,26,5,1,3,Divorced,2029,3,1,No
40,No,2,12,2,3,Divorced,6377,3,5,No
34,No,29,8,2,3,Married,5429,3,4,No
31,Yes,2,1,3,4,Single,2785,4,7,No
35,Yes,18,4,4,3,Married,4614,2,0,Yes
38,No,7,4,4,3,Divorced,2610,3,1,No
34,No,2,14,3,4,Single,6687,4,1,No
28,No,26,5,3,1,Married,4724,3,1,No
31,Yes,22,10,4,3,Married,6179,2,1,Yes
39,No,21,5,1,4,Married,6120,4,3,Yes
51,No,2,4,2,2,Married,10596,3,2,No
41,No,22,6,4,4,Divorced,5467,2,3,Yes
37,No,4,6,3,3,Married,2996,3,7,Yes
33,No,5,5,2,4,Married,9998,4,6,No
32,No,2,3,3,2,Married,4078,2,0,Yes
39,No,25,6,3,3,Married,10920,3,3,No
25,No,18,3,1,3,Married,6232,2,2,No
52,No,28,5,4,3,Married,13247,2,2,Yes
43,No,6,20,1,3,Single,4081,1,1,Yes
27,No,10,6,4,4,Married,5769,3,1,Yes
27,Yes,17,8,4,3,Single,2394,3,1,Yes
26,No,2,4,1,4,Single,3904,3,0,No
42,No,10,20,3,1,Married,16799,3,0,No
52,No,8,5,3,1,Married,2950,1,9,No
37,No,11,3,1,3,Single,3629,3,4,No
35,No,18,2,3,4,Single,9362,3,2,No
25,No,1,3,1,4,Married,3229,2,4,No
26,No,7,7,3,1,Single,3578,3,0,No
29,No,17,10,2,1,Single,7988,2,1,No
49,Yes,28,4,1,1,Single,4284,3,3,No
29,Yes,14,8,3,4,Single,7553,3,0,Yes
54,No,1,20,4,4,Single,17328,2,6,No
58,No,1,9,4,1,Married,19701,3,3,Yes
55,No,1,7,2,4,Divorced,14732,4,2,No
36,No,3,5,1,2,Single,9278,3,3,Yes
31,Yes,1,1,2,3,Single,1359,3,1,No
30,No,7,3,4,1,Divorced,4779,3,7,No
31,No,8,3,1,2,Single,16422,4,3,No
34,No,1,4,4,1,Divorced,2996,3,5,No
31,Yes,8,1,1,2,Single,1261,4,1,No
27,No,11,5,2,1,Married,2099,4,0,No
36,No,4,10,1,4,Single,5810,2,1,No
36,No,16,3,3,1,Married,5647,2,4,No
47,No,1,6,1,4,Married,3420,2,7,No
25,Yes,9,3,1,1,Married,4400,3,3,No
37,No,5,6,3,3,Single,3500,1,0,No
56,No,1,3,1,1,Married,2066,4,2,No
47,No,2,20,1,3,Married,17169,4,3,No
24,No,4,5,4,3,Married,4162,3,1,Yes
32,No,7,4,4,4,Married,9204,2,4,No
34,No,1,5,4,2,Married,3294,2,5,No
41,No,5,4,2,3,Married,2127,2,2,Yes
40,No,9,8,3,3,Divorced,3975,4,3,No
31,No,8,13,1,4,Divorced,10793,3,1,No
46,Yes,9,7,1,4,Divorced,10096,4,4,No
39,Yes,2,1,1,1,Single,3646,4,2,Yes
31,Yes,1,10,3,2,Single,7446,3,1,No
45,No,20,7,2,1,Divorced,10851,3,2,Yes
31,No,8,3,4,2,Single,2109,3,9,No
31,Yes,2,2,2,4,Married,3722,1,6,Yes
45,No,29,3,2,4,Married,9380,4,4,Yes
48,No,7,2,3,1,Divorced,5486,3,4,No
34,Yes,9,2,1,3,Married,2742,3,1,No
40,No,8,9,4,2,Divorced,13757,3,2,No
28,No,5,5,4,1,Single,8463,3,0,No
44,No,5,5,3,3,Single,3162,3,3,No
53,No,2,9,4,2,Single,16598,2,4,No
49,No,5,3,1,3,Married,6651,2,2,No
40,No,2,3,3,3,Divorced,2345,4,2,No
44,No,20,5,4,2,Single,3420,2,1,No
33,No,7,4,4,1,Married,4373,3,0,No
34,No,3,13,4,1,Single,4759,3,3,No
30,No,16,2,4,3,Married,5301,2,8,No
42,No,9,12,1,4,Single,3673,3,1,No
44,No,1,1,1,3,Married,4768,2,7,No
30,No,7,1,3,3,Divorced,1274,2,1,No
57,No,1,12,2,3,Married,4900,2,0,No
49,No,7,8,3,2,Divorced,10466,3,3,No
34,No,15,14,2,1,Divorced,17007,2,7,No
28,Yes,1,3,1,3,Married,2909,4,3,No
29,Yes,13,5,1,2,Single,5765,1,5,No
34,Yes,24,15,1,2,Single,4599,4,0,Yes
35,No,7,1,4,3,Married,2404,3,1,No
24,Yes,9,0,2,1,Single,3172,2,2,Yes
24,No,13,1,4,2,Married,2033,3,1,No
44,No,2,2,2,3,Single,10209,2,5,Yes
29,No,19,10,3,3,Divorced,8620,3,1,No
30,No,1,5,3,3,Divorced,2064,4,0,No
55,No,4,3,4,3,Married,4035,3,0,Yes
33,No,4,5,1,2,Married,3838,3,8,No
47,No,14,5,3,3,Married,4591,2,3,Yes
28,Yes,2,0,3,1,Single,2561,2,7,No
28,No,1,1,1,3,Divorced,1563,1,1,No
28,No,7,4,3,1,Single,4898,3,0,No
49,No,3,3,3,1,Married,4789,3,4,No
29,No,2,3,4,2,Married,3180,3,0,No
28,No,29,8,3,2,Married,6549,2,1,No
33,No,8,0,4,3,Single,6388,3,2,Yes
32,No,10,5,3,4,Single,11244,4,2,No
54,No,11,14,2,4,Divorced,16032,3,3,No
29,Yes,1,9,1,1,Single,2362,1,6,No
44,No,28,20,4,1,Married,16328,4,3,No
39,No,6,2,2,2,Single,8376,3,4,No
46,No,3,13,3,2,Married,16606,4,8,No
35,No,16,11,4,2,Single,8606,1,1,No
23,No,20,4,1,3,Single,2272,3,0,No
40,Yes,9,5,4,1,Single,2018,1,3,No
34,No,1,10,4,3,Married,7083,3,1,Yes
31,Yes,3,7,4,3,Single,4084,1,1,No
50,No,22,32,3,4,Single,14411,3,1,Yes
34,No,7,11,2,3,Married,2308,3,0,Yes
42,No,2,1,3,2,Married,4841,3,4,No
37,No,13,10,1,4,Married,4285,3,1,No
29,No,8,7,3,1,Married,9715,3,3,No
33,No,25,5,4,2,Single,4320,3,1,No
45,No,28,5,4,4,Married,2132,3,4,No
42,No,2,20,4,4,Married,10124,1,2,Yes
40,No,9,8,1,1,Married,5473,4,0,No
33,No,28,15,2,3,Married,5207,3,1,Yes
40,No,6,21,3,4,Single,16437,3,1,Yes
24,No,21,1,3,1,Divorced,2296,3,0,No
40,No,8,2,4,4,Divorced,4069,3,3,Yes
45,No,1,10,1,2,Divorced,7441,3,1,No
35,No,28,5,2,3,Married,2430,3,0,No
32,No,5,7,4,2,Married,5878,3,3,No
36,No,2,3,3,4,Single,2644,2,3,Yes
48,No,16,8,3,3,Divorced,6439,3,8,No
29,No,9,1,3,3,Married,2451,2,6,No
33,No,8,2,1,1,Married,6392,1,2,No
30,Yes,1,10,2,1,Married,9714,3,1,No
38,No,10,6,3,3,Married,6077,3,3,No
35,No,1,3,4,1,Single,2450,3,1,No
30,No,29,4,3,2,Married,9250,3,3,No
35,Yes,2,1,1,1,Divorced,2074,3,1,Yes
53,Yes,2,33,3,4,Married,10169,3,0,No
38,Yes,2,5,3,2,Married,4855,3,4,No
32,No,1,6,4,1,Married,4087,2,4,No
48,No,15,8,3,1,Married,2367,2,8,No
34,No,7,1,1,4,Single,2972,1,1,No
55,No,26,36,3,4,Married,19586,3,1,No
34,No,1,2,2,4,Married,5484,2,9,No
26,No,3,1,1,4,Married,2061,3,1,No
38,No,14,9,3,2,Married,9924,3,0,No
38,No,16,3,2,2,Single,4198,4,2,No
36,No,1,1,2,3,Single,6815,3,6,No
29,No,3,10,2,1,Single,4723,3,1,Yes
35,No,10,5,1,3,Single,6142,3,3,Yes
39,No,6,7,4,3,Married,8237,3,2,No
29,No,2,6,1,4,Divorced,8853,4,1,No
50,No,9,1,3,3,Married,19331,3,4,Yes
23,No,10,2,4,3,Married,2073,3,2,No
36,No,6,3,1,1,Married,5562,3,3,Yes
42,No,9,1,4,4,Single,19613,3,8,No
35,No,28,10,2,3,Married,3407,2,1,No
34,No,10,8,4,3,Married,5063,2,1,No
40,No,14,5,4,1,Married,4639,3,1,No
43,No,27,6,4,2,Divorced,4876,3,5,No
35,No,7,1,3,4,Married,2690,2,1,No
46,No,1,26,4,1,Single,17567,1,1,No
28,Yes,24,1,3,2,Married,2408,3,1,Yes
22,No,26,4,2,3,Married,2814,2,1,Yes
50,No,20,30,2,3,Married,11245,3,2,Yes
32,No,5,3,2,4,Married,3312,3,3,No
44,No,7,22,2,4,Divorced,19049,2,0,Yes
30,No,7,6,2,2,Married,2141,2,1,No
45,No,5,10,3,1,Single,5769,3,1,Yes
45,No,26,10,1,1,Married,4385,3,1,No
31,No,2,5,4,1,Single,5332,3,7,No
36,No,12,3,3,3,Married,4663,3,9,Yes
34,No,10,9,3,4,Divorced,4724,3,1,No
49,No,25,9,3,1,Married,3211,2,1,No
39,No,10,7,2,1,Married,5377,3,2,No
27,No,19,7,4,1,Divorced,4066,3,1,No
35,No,18,16,2,1,Married,5208,3,1,No
28,No,27,5,2,1,Divorced,4877,2,0,No
21,No,5,2,3,4,Single,3117,3,1,No
18,Yes,3,0,2,4,Single,1569,4,1,Yes
47,No,26,5,4,3,Married,19658,3,3,No
39,No,3,10,3,3,Divorced,3069,3,0,No
40,No,15,18,1,3,Married,10435,3,1,No
35,No,8,14,3,3,Married,4148,3,1,No
37,No,19,4,3,3,Married,5768,2,3,No
39,No,4,9,1,3,Single,5042,1,0,No
45,No,2,10,4,4,Divorced,5770,3,1,No
38,No,2,5,4,3,Married,7756,4,3,Yes
35,Yes,10,13,4,1,Married,10306,3,9,No
37,No,10,8,2,2,Married,3936,1,1,No
40,No,16,4,3,4,Single,7945,2,6,Yes
44,No,1,10,1,4,Married,5743,3,4,Yes
48,No,4,2,3,4,Married,15202,3,2,No
35,Yes,15,2,1,4,Divorced,5440,2,6,Yes
24,No,2,6,1,4,Single,3760,3,1,Yes
27,No,8,3,2,3,Married,3517,3,7,No
27,No,2,4,4,4,Single,2580,2,2,No
40,Yes,7,4,1,1,Single,2166,1,3,Yes
29,No,10,5,3,3,Single,5869,3,9,No
36,No,5,3,2,1,Married,8008,3,4,No
25,No,2,7,4,3,Divorced,5206,3,1,No
39,No,12,5,4,2,Married,5295,3,4,No
49,No,22,4,1,2,Married,16413,3,3,No
50,No,17,14,4,1,Divorced,13269,3,5,No
20,No,2,2,3,3,Single,2783,3,1,No
34,No,3,11,4,2,Divorced,5433,3,1,No
36,No,7,4,1,2,Single,2013,3,2,No
49,No,6,15,3,3,Married,13966,3,2,Yes
36,No,1,3,4,3,Married,4374,3,0,No
36,No,3,5,4,1,Divorced,6842,3,6,No
54,No,22,10,2,3,Married,17426,3,3,No
43,No,15,14,3,3,Married,17603,3,1,No
35,Yes,12,11,4,4,Single,4581,4,3,Yes
38,No,1,13,4,4,Married,4735,4,7,No
29,No,5,10,1,2,Divorced,4187,2,1,Yes
33,No,2,6,4,4,Divorced,5505,3,1,No
32,No,2,9,4,2,Divorced,5470,2,0,No
31,No,5,10,1,4,Married,5476,3,1,No
49,No,16,2,4,1,Divorced,2587,2,4,Yes
38,No,2,4,4,2,Single,2440,3,1,No
47,No,2,3,2,2,Divorced,15972,3,6,No
49,No,1,8,3,3,Single,15379,3,4,No
41,No,23,2,4,3,Single,7082,3,3,Yes
20,No,9,2,4,1,Single,2728,3,1,No
33,No,16,6,3,4,Divorced,5368,3,1,Yes
36,No,26,3,1,3,Married,5347,2,6,No
44,No,1,2,3,4,Divorced,3195,3,4,Yes
23,Yes,8,5,4,3,Single,3989,3,1,Yes
38,No,4,0,4,3,Married,3306,2,7,No
53,No,24,4,2,4,Married,7005,3,3,No
48,Yes,7,9,4,3,Married,2655,3,2,Yes
32,Yes,2,1,4,2,Single,1393,3,1,No
26,No,7,7,4,4,Single,2570,3,1,No
55,No,22,4,1,2,Divorced,3537,3,5,No
34,No,5,15,2,4,Married,3986,4,1,No
60,No,1,1,3,4,Divorced,10883,4,3,No
33,No,21,14,2,2,Married,2028,3,1,No
37,No,1,6,3,4,Divorced,9525,2,1,No
34,No,19,10,2,4,Married,2929,3,1,No
23,Yes,7,3,3,4,Divorced,2275,3,1,Yes
44,No,2,8,3,4,Married,7879,3,1,Yes
35,No,2,5,1,4,Single,4930,4,0,Yes
43,No,2,10,4,4,Married,7847,3,1,Yes
24,No,9,5,3,3,Married,4401,3,1,No
41,No,6,10,4,3,Single,9241,3,1,No
29,No,9,5,4,3,Married,2974,3,9,No
36,No,2,13,3,4,Single,4502,2,3,No
45,No,1,23,3,3,Married,10748,2,3,No
24,Yes,22,1,4,3,Married,1555,3,1,No
47,Yes,9,23,3,3,Married,12936,1,7,No
26,No,17,3,4,3,Married,2305,4,1,No
45,No,28,21,4,2,Single,16704,3,1,No
32,No,10,5,1,3,Married,3433,2,6,No
31,No,2,5,2,3,Married,3477,4,1,No
41,No,4,3,3,2,Married,6430,3,6,No
40,No,8,1,2,1,Married,6516,3,2,Yes
24,No,29,6,2,1,Divorced,3907,4,1,No
46,No,13,10,3,2,Single,5562,3,6,No
35,No,27,7,4,3,Married,6883,3,2,No
30,No,16,10,2,4,Married,2862,2,1,No
47,No,2,1,3,2,Married,4978,1,7,No
46,No,2,10,3,4,Divorced,10368,2,4,Yes
36,Yes,13,2,2,1,Divorced,6134,3,5,Yes
32,Yes,1,0,1,2,Single,6735,3,6,No
23,No,4,3,3,2,Single,3295,1,1,No
31,No,24,5,4,4,Single,5238,2,2,No
39,No,1,9,4,4,Married,6472,3,1,Yes
32,No,19,4,4,3,Married,9610,1,3,No
40,No,7,21,2,2,Single,19833,2,1,No
45,No,4,5,3,3,Married,9756,4,4,No
30,No,2,9,4,1,Single,4968,3,0,No
24,No,10,2,1,4,Married,2145,3,0,No
30,Yes,8,4,3,4,Divorced,2180,2,6,No
31,No,5,5,1,3,Married,8346,3,1,No
27,No,8,6,3,4,Single,3445,2,1,No
29,Yes,9,2,2,2,Single,2760,3,1,No
29,No,1,3,4,3,Single,6294,4,8,Yes
30,No,15,7,3,1,Divorced,7140,3,2,No
34,No,2,5,4,4,Married,2932,3,0,Yes
33,No,2,11,4,2,Single,5147,2,8,No
49,No,11,5,4,4,Single,4507,4,3,No
33,Yes,16,0,1,1,Single,8564,2,2,Yes
38,No,2,6,3,2,Married,2468,2,4,No
31,Yes,16,1,1,3,Married,8161,3,2,No
29,No,4,1,4,1,Divorced,2109,3,1,No
30,No,16,7,3,3,Married,5294,3,3,No
32,No,5,7,2,2,Single,2718,3,2,No
38,No,18,1,2,4,Married,5811,3,3,Yes
43,Yes,17,1,3,3,Married,2437,3,9,Yes
42,No,12,5,2,2,Divorced,2766,2,8,No
55,No,2,1,3,1,Married,19038,3,8,No
33,No,4,9,4,2,Divorced,3055,2,5,No
41,No,9,5,3,1,Divorced,2289,3,1,No
34,No,10,15,4,3,Divorced,4001,3,1,Yes
53,No,1,3,1,3,Married,12965,2,4,Yes
